시도,군구,관광지,총계,2020,2021,2022,2023,2024
강원특별자치도,춘천시,소양예술농원,0,0,0,,,
강원특별자치도,춘천시,스프링 베일,251414,42747,55281,49391,48559,55436
강원특별자치도,춘천시,애니메이션 박물관,796540,132209,132500,183315,177458,171058
강원특별자치도,춘천시,엘리시안강촌-골프장,581019,112452,124668,119064,111327,113508
강원특별자치도,춘천시,엘리시안강촌-스키장,809769,109317,52653,171198,227647,248954
강원특별자치도,춘천시,오너스골프클럽,383144,86813,74165,68203,66715,87248
강원특별자치도,춘천시,옥산가.달아실,137807,102959,20420,8567,5861,
강원특별자치도,춘천시,이상원미술관,135837,23493,30939,28055,27328,26022
강원특별자치도,춘천시,제이드가든,849162,190524,178152,157090,160024,163372
강원특별자치도,춘천시,제이드펠리스골프클럽,110890,32192,29455,20510,15384,13349
강원특별자치도,춘천시,집다리골자연휴양림,234684,23964,43304,47361,63019,57036
강원특별자치도,춘천시,청평사관광지,498907,136768,137985,127672,96482,
강원특별자치도,춘천시,춘천 삼악산 호수케이블카,1719890,,,594723,555407,569760
강원특별자치도,춘천시,춘천문화예술회관,294584,20941,37698,83279,87517,65149
강원특별자치도,춘천시,춘천숲자연휴양림,83675,16077,22368,15681,13621,15928
강원특별자치도,춘천시,춘천시청소년여행의집,0,0,0,,,
강원특별자치도,춘천시,춘천에티오피아한국전참전기념관,102946,5896,4028,26078,33984,32960
강원특별자치도,춘천시,춘천지구전적기념관,202799,26675,6454,71670,66679,31321
강원특별자치도,춘천시,킹카누 나루터,11970,,,,,11970
강원특별자치도,춘천시,파가니카CC,484497,104407,94147,94488,95897,95558
강원특별자치도,춘천시,휘슬링락CC,169789,28546,38849,27057,38816,36521
강원특별자치도,원주시, 간현관광지 야간코스(나오라쇼),42994,,,11761,12227,19006
강원특별자치도,원주시,HDC(골프장),1596221,296758,350669,325639,317107,306048
강원특별자치도,원주시,HDC(스키장),418728,148231,31653,74520,81144,83180
강원특별자치도,원주시,고판화박물관,17311,1886,3031,5114,3905,3375
강원특별자치도,원주시,기후변화홍보관,125644,10893,20768,40537,53446,0
강원특별자치도,원주시,동서울레스피아컨트리클럽(퍼브릭),242211,86277,50919,49901,41360,13754
강원특별자치도,원주시,박경리문학공원,309321,36861,37954,56676,55660,122170
강원특별자치도,원주시,백운산자연휴양림,341216,39428,97983,70264,66534,67007
강원특별자치도,원주시,법천사지 유적전시관,11781,,,,,11781
강원특별자치도,원주시,센추리21골프장,1064732,122084,261567,245587,230506,204988
강원특별자치도,원주시,소금산그랜드밸리,2458419,269833,330250,815516,490727,552093
강원특별자치도,원주시,원주 레일파크,278091,81392,83520,113179,,
강원특별자치도,원주시,원주시 사회적경제지원센터,11794,3703,2387,1813,1626,2265
강원특별자치도,원주시,원주역사박물관,132911,9342,9802,22970,62228,28569
강원특별자치도,원주시,원주허브팜,24911,7586,10454,6871,,
강원특별자치도,원주시,치악산국립공원(곧은재),84529,23664,22348,21444,17073,
강원특별자치도,원주시,치악산국립공원(구룡),2208567,472420,468046,561375,706726,
강원특별자치도,원주시,치악산국립공원(금대),733082,180724,163784,181622,206952,
강원특별자치도,원주시,치악산국립공원(부곡),68167,18546,16872,20859,11890,
강원특별자치도,원주시,치악산국립공원(성남),112555,41442,33902,19475,17736,
강원특별자치도,원주시,치악산국립공원(행구동),144041,53838,45944,22288,21971,
강원특별자치도,원주시,치악산국립공원(황골),161392,42785,41960,40002,36645,
강원특별자치도,원주시,치악산자연휴양림,265057,26586,58577,60471,58056,61367
강원특별자치도,원주시,파크밸리골프장,477601,96840,103776,97136,90945,88904
강원특별자치도,원주시,피노키오자연휴양림,216173,21800,17186,15456,77496,84235
강원특별자치도,원주시,한솔뮤지엄,1268397,138642,238608,238755,372679,279713
강원특별자치도,원주시,호텔인터불고원주 골프장,299262,94373,73226,53385,35058,43220
강원특별자치도,강릉시,강릉단오문화관,120151,10651,5618,32408,35434,36040
강원특별자치도,강릉시,강릉솔향수목원,913405,172819,165296,169762,197008,208520
강원특별자치도,강릉시,강릉아트센터,213211,8757,18367,44916,70267,70904
강원특별자치도,강릉시,강릉임해자연휴양림,178004,13674,13108,16305,102495,32422
강원특별자치도,강릉시,강릉정동진레일바이크,1177639,185530,208780,236884,409253,137192
강원특별자치도,강릉시,대관령박물관,54122,14901,9413,10784,10093,8931
강원특별자치도,강릉시,대관령자연휴양림,672178,74079,117508,144877,162488,173226
강원특별자치도,강릉시,동양자수박물관,10913,3218,,610,3816,3269
강원특별자치도,강릉시,디자인씽킹뮤지엄,21185,1093,627,1114,4618,13733
강원특별자치도,강릉시,메이플비치골프장,441746,88863,78519,101954,80463,91947
강원특별자치도,강릉시,샌드파인골프클럽,352790,73357,82918,80492,50614,65409
강원특별자치도,강릉시,선교장,479303,89104,75369,99706,105287,109837
강원특별자치도,강릉시,숲사랑 홍보관,55820,7599,6142,13697,17711,10671
강원특별자치도,강릉시,썬크루즈조각공원,780577,135101,143227,196995,170455,134799
강원특별자치도,강릉시,오대산국립공원소금강,316667,55456,51048,63833,68663,77667
강원특별자치도,강릉시,오죽헌.시립박물관,2770513,529484,534904,646100,577665,482360
강원특별자치도,강릉시,와바다다(아라나비),141981,27110,31339,25054,34694,23784
강원특별자치도,강릉시,정동심곡바다부채길,1049026,263541,111604,110754,288427,274700
강원특별자치도,강릉시,정동진역,967991,72576,204084,235636,243103,212592
강원특별자치도,강릉시,참소리박물관,152829,30752,22977,42822,30839,25439
강원특별자치도,강릉시,커피박물관,101606,31905,17944,16287,21359,14111
강원특별자치도,강릉시,통일공원,313355,81513,55292,43082,62291,71177
강원특별자치도,강릉시,하슬라아트월드,1567170,167585,321452,369472,373754,334907
강원특별자치도,강릉시,환희컵박물관,140874,13460,22411,38388,34944,31671
강원특별자치도,동해시,도째비골 스카이밸리,1141469,,,365912,392402,383155
강원특별자치도,동해시,망상오토캠핑리조트,722123,116679,61702,176423,179511,187808
강원특별자치도,동해시,무릉계곡,2317843,503281,606769,445024,375918,386851
강원특별자치도,동해시,무릉별유천지,524023,,,138907,179806,205310
강원특별자치도,동해시,약천온천,177222,23816,24145,32015,47123,50123
강원특별자치도,동해시,천곡황금박쥐동굴,677914,82321,100314,161354,163619,170306
강원특별자치도,태백시,365세이프타운,357476,36305,46811,68685,106657,99018
강원특별자치도,태백시,석탄박물관,250908,43226,23303,40470,66042,77867
강원특별자치도,태백시,오투리조트내 골프장,325329,67571,81941,78567,45630,51620
강원특별자치도,태백시,오투리조트내 스키장,119860,19055,15396,25739,27190,32480
강원특별자치도,태백시,용연동굴,189299,18816,25380,34256,45324,65523
강원특별자치도,태백시,태백고생대자연사박물관,163817,17911,26551,37165,39084,43106
강원특별자치도,태백시,태백고원자연휴양림,115347,3299,0,4378,43824,63846
강원특별자치도,태백시,태백산국립공원,1709791,597186,362313,343167,407125,
강원특별자치도,태백시,태백체험공원,90746,8785,20941,11893,18511,30616
강원특별자치도,태백시,태양의 후예 촬영지,32500,24420,8080,,,
강원특별자치도,태백시,통리탄탄파크&오로라파크,92977,,,40406,27839,24732
강원특별자치도,속초시,국립산악박물관,378701,35703,50884,77608,93566,120940
강원특별자치도,속초시,석봉도자기미술관,21368,3867,5287,5375,5073,1766
강원특별자치도,속초시,설악동자동차 야영장,239858,34817,40585,55543,52710,56203
강원특별자치도,속초시,설악산국립공원(설악동),6939688,1312726,1253604,1586090,1470642,1316626
강원특별자치도,속초시,설악산자생식물원,404568,77752,102006,97836,92330,34644
강원특별자치도,속초시,설악워터피아,1504059,121471,105376,376878,469078,431256
강원특별자치도,속초시,속초시박물관,533389,67142,71146,131710,132733,130658
강원특별자치도,속초시,속초시청소년수련관,22924,196,0,764,20541,1423
강원특별자치도,속초시,속초해변 국민여가 제1캠핑장,77919,15579,14018,17760,15983,14579
강원특별자치도,속초시,속초해수욕장,2294025,346536,425211,764771,757507,
강원특별자치도,속초시,아바이마을(갯배),3609449,960477,682924,711585,687110,567353
강원특별자치도,속초시,얼라이브하트,438929,70934,62508,106078,114991,84418
강원특별자치도,속초시,엑스포유람선,843,843,0,0,,
강원특별자치도,속초시,엑스포타워,428369,64265,65559,109541,111836,77168
강원특별자치도,속초시,영랑호CC,442527,79995,82877,101652,100601,77402
강원특별자치도,속초시,척산온천,198583,32599,21641,43122,51903,49318
강원특별자치도,속초시,척산온천휴양촌,918974,152411,88026,206559,250574,221404
강원특별자치도,속초시,테디베어팜,0,0,0,0,,
강원특별자치도,속초시,한화리조트(골프장),387112,76280,79074,83719,75953,72086
강원특별자치도,속초시,해피 아울 하우스,45311,8079,6847,10110,11294,8981
강원특별자치도,속초시,화랑도 체험장,4925,383,325,1477,2424,316
강원특별자치도,삼척시,가곡유황온천,79110,,,,,79110
강원특별자치도,삼척시,대금굴,485978,78812,87665,114748,83582,121171
강원특별자치도,삼척시,도계 나무나라,39104,,,16058,13369,9677
강원특별자치도,삼척시,도계 유리나라,51957,,,21491,17514,12952
강원특별자치도,삼척시,동굴신비관,5757,5757,,,,
강원특별자치도,삼척시,맹방비치캠핑장,71104,,,18548,27086,25470
강원특별자치도,삼척시,블랙밸리CC,234443,,,72038,81838,80567
강원특별자치도,삼척시,삼척 어린이 과학놀이체험관,33304,,,,,33304
강원특별자치도,삼척시,삼척 활기치유의 숲,75265,,,28727,23635,22903
강원특별자치도,삼척시,삼척시립박물관,43864,,,10356,13244,20264
강원특별자치도,삼척시,삼척해상케이블카,626866,,,224645,200463,201758
강원특별자치도,삼척시,수로부인 헌화공원,274309,4142,57975,78307,72770,61115
강원특별자치도,삼척시,어촌민속전시관,480526,87831,72312,106869,113752,99762
강원특별자치도,삼척시,장호비치캠핑장,149787,,,63797,38045,47945
강원특별자치도,삼척시,죽서루,251384,,,79093,82375,89916
강원특별자치도,삼척시,초곡용굴촛대바위길,311866,,,153018,158848,
강원특별자치도,삼척시,추추파크,317874,,,145561,96295,76018
강원특별자치도,삼척시,해양레일바이크,1033853,223931,177037,219995,226812,186078
강원특별자치도,삼척시,환선굴,1013409,152553,191504,209800,241063,218489
강원특별자치도,홍천군,가리산자연휴양림,244172,32231,38926,70968,60406,41641
강원특별자치도,홍천군,비콘힐스골프클럽,277322,,,91240,87324,98758
강원특별자치도,홍천군,수타사농촌테마공원,129017,,,65131,63886,
강원특별자치도,홍천군,알파카월드,643622,,,200993,221965,220664
강원특별자치도,홍천군,팔봉산관광지,191767,42898,34399,40075,40520,33875
강원특별자치도,홍천군,홍천강발원지미약골,24424,,,10852,13572,
강원특별자치도,홍천군,홍천무궁화수목원,476630,,,252640,223990,
강원특별자치도,홍천군,홍천생명건강과학관,77402,9077,12320,18745,17714,19546
강원특별자치도,횡성군,벨라스톤컨트리클럽,532169,101669,113010,110408,104423,102659
강원특별자치도,횡성군,알프스대영CC,1074956,116739,550346,125887,140832,141152
강원특별자치도,횡성군,웰리힐리파크(스키장),1074670,208629,139378,390462,179568,156633
강원특별자치도,횡성군,웰리힐리파크CC,605310,120482,141172,132694,110062,100900
강원특별자치도,횡성군,횡성루지체험장,310172,,95259,65838,78722,70353
강원특별자치도,횡성군,횡성자연휴양림,244838,84239,50932,43264,36821,29582
강원특별자치도,횡성군,횡성호수길(5구간),859145,343284,113802,138314,136448,127297
강원특별자치도,영월군,강원특별자치도 탄광문화촌,152594,34758,18398,27840,35777,35821
강원특별자치도,영월군,고씨동굴관광지,390381,54391,78545,88983,85645,82817
강원특별자치도,영월군,국제현대미술관,23272,243,0,3935,10636,8458
강원특별자치도,영월군,김삿갓유적지,83091,,,41856,41235,
강원특별자치도,영월군,난고김삿갓문학관,64766,8628,10633,11667,15605,18233
강원특별자치도,영월군,단종장릉,494322,85259,81717,103191,111484,112671
강원특별자치도,영월군,동강사진박물관,112641,7791,20352,26160,27794,30544
강원특별자치도,영월군,동강생태공원 ·곤충박물관,100274,14772,21018,22866,21407,20211
강원특별자치도,영월군,동강시스타 골프장,216906,38363,48741,46040,42531,41231
강원특별자치도,영월군,라디오스타박물관,26228,,,7415,10568,8245
강원특별자치도,영월군,망경대산자연휴양림,56871,,,17074,19913,19884
강원특별자치도,영월군,미디어기자박물관,4085,248,196,1300,1601,740
강원특별자치도,영월군,법흥사  적멸보궁,213959,50839,44121,58799,60200,
강원특별자치도,영월군,별마로천문대,197513,26540,26084,61777,55528,27584
강원특별자치도,영월군,석항 트레인스테이,5439,3556,1883,0,0,0
강원특별자치도,영월군,선돌,314006,82332,100473,91250,39951,
강원특별자치도,영월군,세계민속악기박물관,0,0,,,,
강원특별자치도,영월군,수피움,1783,992,179,612,0,
강원특별자치도,영월군,스트로마톨라이트,64723,56146,1962,2783,3832,
강원특별자치도,영월군,에코빌리지,30149,4757,5395,7977,6007,6013
강원특별자치도,영월군,연당원,61289,,,29809,31480,
강원특별자치도,영월군,영월관광센터,534246,,,160403,191913,181930
강원특별자치도,영월군,영월동굴생태관,74933,,,25744,25343,23846
강원특별자치도,영월군,영월아프리카미술박물관,14634,1392,3961,5165,2815,1301
강원특별자치도,영월군,영월종교미술박물관,1596,318,123,263,589,303
강원특별자치도,영월군,영월화석박물관,2878,0,0,0,2878,0
강원특별자치도,영월군,요선암요선정,65861,,,33342,32519,
강원특별자치도,영월군,인도미술박물관,16811,1480,2223,3425,4860,4823
강원특별자치도,영월군,젊은달 와이파크(술샘박물관),213943,,,76399,79907,57637
강원특별자치도,영월군,조선민화박물관,31623,3117,5303,4932,11744,6527
강원특별자치도,영월군,청령포,826684,156444,159927,166282,174023,170008
강원특별자치도,영월군,초등교육박물관,2891,138,424,929,925,475
강원특별자치도,영월군,쾌연재도자미술관,512,,,379,133,
강원특별자치도,영월군,패러글라이딩 활공장,109386,26814,38558,25717,18297,
강원특별자치도,영월군,한반도전기카트체험장,40268,,,10844,13818,15606
강원특별자치도,영월군,한반도지형(선암마을),973729,248803,261846,243935,219145,
강원특별자치도,영월군,호안다구박물관,6327,1547,373,620,1302,2485
강원특별자치도,영월군,호야지리박물관,4717,95,424,1328,1551,1319
강원특별자치도,평창군,계방산(평창군),192406,48660,33151,65554,45041,
강원특별자치도,평창군,국립두타산자연휴양림,203007,13520,33074,47906,53743,54764
강원특별자치도,평창군,국립평창청소년수련원,226262,13297,15439,42465,77985,77076
강원특별자치도,평창군,능경봉,86758,30465,15279,19679,21335,
강원특별자치도,평창군,대관령 양떼목장,2001233,480643,408654,378675,362542,370719
강원특별자치도,평창군,대관령신재생에너지관,17098,2045,1514,5282,7164,1093
강원특별자치도,평창군,대관령하늘목장,852439,212092,175605,160212,150568,153962
강원특별자치도,평창군,무이예술관,105895,14098,22257,28902,19143,21495
강원특별자치도,평창군,백덕산(평창군),49686,8816,13506,15030,12334,
강원특별자치도,평창군,백룡동굴,42264,3829,9546,9408,9520,9961
강원특별자치도,평창군,비엔나인형박물관,115628,19852,22464,28060,25309,19943
강원특별자치도,평창군,삼양라운드힐,1416991,333700,295918,283187,261650,242536
강원특별자치도,평창군,선자령,201193,66836,30641,39978,63738,
강원특별자치도,평창군,스키점프대,117347,30574,25577,24069,21027,16100
강원특별자치도,평창군,알펜시아리조트(골프장),885740,132842,167305,195978,192257,197358
강원특별자치도,평창군,알펜시아리조트(스키장),677547,144222,106199,161265,114727,151134
강원특별자치도,평창군,알펜시아리조트(오션700),599175,120385,85871,134824,150855,107240
강원특별자치도,평창군,오대산국립공원(월정사),4782446,606946,597185,952605,1041424,1584286
강원특별자치도,평창군,용평리조트(골프장),793970,145120,177033,162646,157322,151849
강원특별자치도,평창군,용평리조트(발왕산전망대 곤돌라),2951189,427637,531707,611313,624786,755746
강원특별자치도,평창군,용평리조트(스키장),1188778,230066,117982,220194,300354,320182
강원특별자치도,평창군,용평리조트(유스호스텔),107480,41250,8577,22570,16618,18465
강원특별자치도,평창군,용평리조트(피크아일랜드),559221,130760,49316,147879,124306,106960
강원특별자치도,평창군,이효석문학관,258234,38607,44197,55367,61239,58824
강원특별자치도,평창군,켄싱턴플로라호텔(글램핑),25816,10644,5082,4176,2398,3516
강원특별자치도,평창군,켄싱턴플로라호텔(컨벤션홀),50056,9165,9143,12991,11671,7086
강원특별자치도,평창군,평창 동강민물고기생태관,0,0,,,,
강원특별자치도,평창군,평창힐링청소년수련원,0,0,,,,
강원특별자치도,평창군,한국전통음식문화체험관,8930,738,445,1504,4352,1891
강원특별자치도,평창군,한화리조트(컨벤션홀),320974,30134,147312,28441,60050,55037
강원특별자치도,평창군,허브나라,258378,47045,50526,58849,65899,36059
강원특별자치도,평창군,호렙오대산청소년수련원,0,0,,,,
강원특별자치도,평창군,휘닉스파크(골프장),416144,89470,103917,54882,81113,86762
강원특별자치도,평창군,휘닉스파크(스키장),1167096,229933,275381,255603,256528,149651
강원특별자치도,평창군,휘닉스파크(워터파크),1438951,141528,188808,356802,408778,343035
강원특별자치도,정선군,가리왕산 케이블카,206782,,,,,206782
강원특별자치도,정선군,가리왕산자연휴양림,373822,49418,96864,76742,80834,69964
강원특별자치도,정선군,강원랜드 카지노,8313345,599264,844139,2083513,2413083,2373346
강원특별자치도,정선군,개미들마을,33018,1361,12736,7351,4093,7477
강원특별자치도,정선군,도사곡휴양단지,66823,17767,12379,14888,10442,11347
강원특별자치도,정선군,동강전망자연휴양림,75718,,,34658,20604,20456
강원특별자치도,정선군,로미지안가든,50561,,,8838,13406,28317
강원특별자치도,정선군,백두대간약초나라,0,0,,,,
강원특별자치도,정선군,벅스랜드,23642,,,13154,6540,3948
강원특별자치도,정선군,삼탄아트마인,107769,22138,17886,13539,24163,30043
강원특별자치도,정선군,스카이워크,485033,95378,83126,109320,102282,94927
강원특별자치도,정선군,아라리촌,167109,77942,23806,34474,30887,
강원특별자치도,정선군,아리랑박물관,35935,,,11389,13746,10800
강원특별자치도,정선군,아리랑센터(아리아라리 공연),45638,2456,4538,12803,12205,13636
강원특별자치도,정선군,에콜리안 정선골프장,191929,33706,43034,41104,37564,36521
강원특별자치도,정선군,정선군 국민여가캠핑장,62590,15622,15378,15584,8606,7400
강원특별자치도,정선군,정선레일바이크,455695,98638,93758,93388,84172,85739
강원특별자치도,정선군,타임캡슐공원,8194,2692,2111,944,1428,1019
강원특별자치도,정선군,하이원 골프장,296644,51131,61195,62894,65114,56310
강원특별자치도,정선군,하이원 스키장,2449669,329975,218057,452256,590965,858416
강원특별자치도,정선군,화암관광지 화암동굴,600107,102865,128760,159090,105952,103440
강원특별자치도,정선군,화암카트체험장,20421,,,9820,5884,4717
강원특별자치도,철원군,DMZ 안보견학,200448,0,8263,42992,70423,78770
강원특별자치도,철원군,DMZ두루미평화타운,3417,,,,,3417
강원특별자치도,철원군,DMZ생태평화공원,32703,0,441,7272,14914,10076
강원특별자치도,철원군,DMZ평화의길 테마노선,261,,,,,261
강원특별자치도,철원군,고석정,2319592,276290,576196,792203,674903,
강원특별자치도,철원군,고석정꽃밭,712477,,,,,712477
강원특별자치도,철원군,복주산자연휴양림,105477,15849,37867,46414,5347,
강원특별자치도,철원군,삼부연폭포,96626,,,51230,45396,
강원특별자치도,철원군,쉬리생태공원,8180,,,,,8180
강원특별자치도,철원군,직탕폭포,105391,,,57342,48049,
강원특별자치도,철원군,철원군 병영체험수련원,15668,8448,1622,4434,1164,
강원특별자치도,철원군,철원한탄강 은하수교,510756,,,286286,224470,
강원특별자치도,철원군,철원한탄강 주상절리길 잔도,2391756,,,964122,765670,661964
강원특별자치도,철원군,철원한탄강레프팅,66044,22310,6688,37046,0,
강원특별자치도,철원군,철원한탄강물윗길,220158,,,,,220158
강원특별자치도,철원군,한탄강CC,283145,87330,94182,89338,12295,
강원특별자치도,화천군,감성테마문학공원,8306,,1633,2798,1646,2229
강원특별자치도,화천군,산천어 커피박물관,17496,,792,761,8285,7658
강원특별자치도,화천군,수달연구센터,33597,,4010,4440,5062,20085
강원특별자치도,화천군,월남파병용사 만남의장,21197,,2656,5564,7274,5703
강원특별자치도,화천군,조경철 천문대,55042,,8507,14931,17497,14107
강원특별자치도,화천군,화천박물관,57749,,3124,8823,20626,25176
강원특별자치도,양구군,국토정중앙천문대,38906,5690,9218,7183,7802,9013
강원특별자치도,양구군,두타연,71118,1080,199,19717,21932,28190
강원특별자치도,양구군,박수근미술관,173277,21620,33797,39450,39770,38640
강원특별자치도,양구군,박정희전대통령 사단장 공관,58,16,13,29,0,
강원특별자치도,양구군,산양증식복원센터,3372,678,681,678,686,649
강원특별자치도,양구군,양구백자박물관,57129,4346,7462,8389,13832,23100
강원특별자치도,양구군,양구선사ㆍ근현대사박물관,98203,16012,16977,20559,16831,27824
강원특별자치도,양구군,양구수목원,169422,12670,28720,31596,47628,48808
강원특별자치도,양구군,양구인문학박물관,24467,4405,5609,6264,6038,2151
강원특별자치도,양구군,통일관,3468,3468,0,,,
강원특별자치도,양구군,펀치볼DMZ둘레길,44371,6026,7173,10391,10108,10673
강원특별자치도,인제군,(주)미리내캠프,43750,235,1811,4460,17531,19713
강원특별자치도,인제군,dmz평화생명동산,15997,901,26,3659,5433,5978
강원특별자치도,인제군,농촌체험마을(냇강마을),18780,1913,2491,4631,4907,4838
강원특별자치도,인제군,농촌체험마을(산채마을),15555,428,671,963,6205,7288
강원특별자치도,인제군,농촌체험마을(소치마을),3191,350,181,846,1500,314
강원특별자치도,인제군,농촌체험마을(신월리마을),14213,4825,5707,1397,1152,1132
강원특별자치도,인제군,농촌체험마을(하추리마을),77572,2432,13927,19396,22473,19344
강원특별자치도,인제군,농촌체험마을(황태마을),304383,23738,32062,37350,121256,89977
강원특별자치도,인제군,모험레포츠연수원,8541,0,1764,2252,2652,1873
강원특별자치도,인제군,설악산국립공원(남교리지킴터),108096,16661,17448,31427,42560,
강원특별자치도,인제군,설악산국립공원(백담탐방지원센터),963380,201469,241812,182613,337486,
강원특별자치도,인제군,설악산국립공원(장수대분소),103299,21821,39780,18057,23641,
강원특별자치도,인제군,설악산국립공원(한계령탐방지원센터),186022,60540,30020,47252,48210,
강원특별자치도,인제군,원대리 자작나무숲,974303,288364,197731,257013,231195,
강원특별자치도,인제군,점봉산곰배령,320443,47846,72017,68308,64939,67333
강원특별자치도,인제군,합강정공원(번지점프),21461,4061,5593,5261,3886,2660
강원특별자치도,고성군,송지호 관망타워,290144,50028,38068,78624,63239,60185
강원특별자치도,고성군,청간정,168001,,,,168001,
강원특별자치도,고성군,청간정만경대,481794,172275,215707,93812,,
강원특별자치도,고성군,통일전망대,2225979,210411,427871,554910,524729,508058
강원특별자치도,고성군,화암사,1454453,370264,223402,311802,548985,
강원특별자치도,고성군,화진포관광지 역사안보전시관,1241595,197059,191681,321711,286522,244622
강원특별자치도,고성군,화진포관광지 화진포해양박물관,76180,27925,22545,25710,,
강원특별자치도,양양군,낙산사,5465277,1045834,1059950,1197255,583425,1578813
강원특별자치도,양양군,미천골자연휴양림,257146,41859,63407,29334,40523,82023
강원특별자치도,양양군,설악산국립공원(남설악) ,232441,49493,62370,60920,59658,
강원특별자치도,양양군,설악산국립공원(약수터),677299,185266,150413,144473,197147,
강원특별자치도,양양군,설악산국립공원(용소폭포),176222,67069,36822,34427,37904,
강원특별자치도,양양군,설해원,959612,151694,166875,209352,319533,112158
강원특별자치도,양양군,오산리선사유적박물관,243816,24067,37146,54670,49728,78205
강원특별자치도,양양군,오색그린야드호텔 온천 이용객,1109763,166343,162538,244003,278477,258402
강원특별자치도,양양군,일현미술관,4406,4406,0,,,
경상남도,통합창원시,3.15아트,689231,52014,106172,145498,189825,195722
경상남도,통합창원시,군항문화탐방,17680,372,0,2832,9027,5449
경상남도,통합창원시,도립미술관,279318,15610,35443,78719,77967,71579
경상남도,통합창원시,돝섬유원지,435690,67947,91385,106407,92526,77425
경상남도,통합창원시,로봇랜드,1951888,173332,323608,496503,477644,480801
경상남도,통합창원시,문신미술관,85313,8880,10948,21352,21348,22785
경상남도,통합창원시,봉암유원지,832542,217984,274111,185159,155288,
경상남도,통합창원시,성산아트홀,896669,69340,121506,183395,195549,326879
경상남도,통합창원시,용지호수공원 무빙보트,44052,9592,14960,18038,1462,
경상남도,통합창원시,저도비치로드,477751,131000,163804,92048,90899,
경상남도,통합창원시,제황산공원-모노레일,141583,10739,10475,29417,45426,45526
경상남도,통합창원시,주기철목사기념관,186277,28927,35187,42940,38599,40624
경상남도,통합창원시,주남저수지,3996085,963775,1242867,1027844,345573,416026
경상남도,통합창원시,진해내수면환경생태공원,1975194,418464,670684,460696,425350,
경상남도,통합창원시,진해해양공원,3188884,534849,499717,815364,817755,521199
경상남도,통합창원시,창원경륜장,1117604,84197,134314,281080,312789,305224
경상남도,통합창원시,창원과학체험관,515638,42664,50925,139959,118806,163284
경상남도,통합창원시,창원단감테마공원,599520,141776,143809,163512,150423,
경상남도,통합창원시,창원의집,410788,82048,140494,100704,87542,
경상남도,통합창원시,창원짚트랙,76622,34957,30562,11103,,
경상남도,통합창원시,창원컨트리클럽,649568,119445,141078,132264,127453,129328
경상남도,통합창원시,콰이강의다리 스카이워크,1594321,261500,279517,336386,385779,331139
경상남도,통합창원시,해양드라마세트장,1415893,287335,577548,365707,185303,
경상남도,진주시,K-기업가정신센터,138294,,,,54375,83919
경상남도,진주시,LH토지주택박물관,74439,4794,6606,19877,22123,21039
경상남도,진주시,가뫼골마을,35533,1955,3605,8996,9863,11114
경상남도,진주시,경상남도과학교육원,204089,5376,6605,44681,63089,84338
경상남도,진주시,경상대학교 박물관,54372,5860,5837,11999,14390,16286
경상남도,진주시,남가람박물관,6099,,,,3954,2145
경상남도,진주시,남강댐 물문화관,114457,10752,0,36251,14396,53058
경상남도,진주시,디월드,16117,1745,2132,5740,3205,3295
경상남도,진주시,목공예전수관,42087,4479,5364,10366,9834,12044
경상남도,진주시,물빛나루쉼터,45103,,,,19013,26090
경상남도,진주시,산림박물관,1099269,185485,200208,259977,227986,225613
경상남도,진주시,월아산 숲속의 진주,859060,11784,17330,167870,310783,351293
경상남도,진주시,정글어드벤처,50372,3975,6997,11472,12877,15051
경상남도,진주시,진양호 동물원,701452,64095,115073,195225,164349,162710
경상남도,진주시,진주 꿈키움동산,99843,4397,5836,27480,27542,34588
경상남도,진주시,진주남강유등전시관,77563,,,,,77563
경상남도,진주시,진주레일바이크 놀이동산,80910,13207,13076,21347,17923,15357
경상남도,진주시,진주성,3850003,601689,525932,805775,942678,973929
경상남도,진주시,진주시립이성자미술관,79554,1602,4847,32912,30108,10085
경상남도,진주시,진주어린이박물관,14057,2216,2020,2151,2919,4751
경상남도,진주시,진주익룡발자국전시관,114527,5677,9591,32736,32449,34074
경상남도,진주시,진주청동기문화박물관,132006,11496,10340,33259,40759,36152
경상남도,진주시,한국드론박물관,0,0,0,,,
경상남도,통영시,달아공원,591124,136497,120481,165714,168432,
경상남도,통영시,동피랑마을,4767553,1266366,1367603,1210831,922753,
경상남도,통영시,디피랑,627092,,186595,178712,144772,117013
경상남도,통영시,매물도,305566,61764,52000,67813,71348,52641
경상남도,통영시,박경리기념관,280570,45218,58546,61900,61954,52952
경상남도,통영시,벽방산(안정사),361982,133436,87372,77034,64140,
경상남도,통영시,사량도,1694417,361013,365433,418684,297309,251978
경상남도,통영시,서피랑,351498,102493,95998,80000,73007,
경상남도,통영시,"연대도,만지도",496898,91554,78011,119377,95448,112508
경상남도,통영시,연화도,292232,55846,49748,62948,67963,55727
경상남도,통영시,욕지도,1427895,290115,306188,290342,274833,266417
경상남도,통영시,유람선터미널,308917,30614,26068,73586,85360,93289
경상남도,통영시,윤이상기념관,766056,,190103,208909,208364,158680
경상남도,통영시,이순신공원,1854415,419253,461973,490905,482284,
경상남도,통영시,장사도해상공원,320702,45106,39393,80257,83282,72664
경상남도,통영시,통영 옻칠미술관,34120,4385,5111,11809,6452,6363
경상남도,통영시,통영루지,1692898,426341,441950,350026,258420,216161
경상남도,통영시,통영시립박물관,118774,5442,11680,29215,30562,41875
